,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,numAdminTickets,numTechTickets,Churn,tenure_group,Probability_of_Churn,customerID
5953,Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,0,0,0,13 - 24,0.1217379242952932,6888-SBYAI
5954,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,0,0,0,13 - 24,0.0116892977859902,7395-XWZOY
5955,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,0,0,0,49 - 60,0.0028499107630525,7169-YWAMK
5956,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,0,0,0,25 - 36,0.0023804887280535,3640-PHQXK
5957,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,0,4,1,37 - 48,0.9758358135310928,6877-LGWXO
5958,Male,1,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,0,0,1,1 - 12,0.5773822831820175,6859-RKMZJ
5959,Female,0,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,2,0,1,1 - 12,0.110264289747276,2729-VNVAP
5960,Female,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.6,2724.25,0,0,0,25 - 36,0.0688356001945251,2957-JIRMN
5961,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,0,0,0,1 - 12,0.8467837193495213,2049-BAFNW
5962,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1374.2,0,0,0,61 - 72,0.0018540789151605,3842-QTGDL
5963,Female,1,No,No,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,757.1,0,1,1,13 - 24,0.4520002529412858,7163-OCEQI
5964,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,6692.65,0,0,0,61 - 72,0.0017475859343645,9782-LGXMC
5965,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.05,218.5,0,0,0,1 - 12,0.1275315638993189,5975-BAICR
5966,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,0,1,1,1 - 12,0.8676347226935364,8019-ENHXU
5967,Male,0,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.3,1004.75,0,0,0,25 - 36,0.0739090216505444,5167-GBFRE
5968,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1125.6,0,4,0,49 - 60,0.797209903114203,9033-EOXWV
5969,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,0,0,0,37 - 48,0.0626086071870266,4673-KKSLS
5970,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,978.0,0,0,0,49 - 60,0.0074036164165557,4853-OITSN
5971,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,1387.35,5,0,0,13 - 24,0.003654118928204,9800-OUIGR
5972,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,746.05,0,0,0,37 - 48,0.0129317498230008,1324-NLTJE
5973,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,304.6,0,0,0,13 - 24,0.0180460291720101,2324-EFHVG
5974,Female,0,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,1098.85,0,0,0,13 - 24,0.2328848991933919,7094-MSZAO
5975,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,0,0,1,13 - 24,0.7423627654021839,1522-VVDMG
5976,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),74.6,4368.95,0,0,0,49 - 60,0.0008173855441351,6907-CQGPN
5977,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,0,0,0,1 - 12,0.7726416545505365,0780-XNZFN
5978,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,20.35,0,0,0,1 - 12,0.0237372642404451,0239-OXEXL
5979,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.05,262.05,0,0,0,1 - 12,0.0142803421787513,2675-IJRGJ
5980,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,0,0,1,1 - 12,0.933879944713674,7049-GKVZY
5981,Male,0,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,3512.5,0,0,0,25 - 36,0.1035597556820695,8577-QSOCG
5982,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,0,1,1,13 - 24,0.7719240367071867,3721-CNZHX
5983,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,0,5,1,61 - 72,0.2948479066997821,0212-ISBBF
5984,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,0,0,0,1 - 12,0.8018083759515461,9185-TQCVP
5985,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,0,3,1,37 - 48,0.9331738228012624,3585-YNADK
5986,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),111.95,8033.1,0,0,0,61 - 72,1.999778996818457e-05,5271-DBYSJ
5987,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1253.65,0,0,0,61 - 72,0.0055115722609746,1099-GODLO
5988,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,552.65,0,0,0,1 - 12,0.9251914363408772,6828-HMKWP
5989,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.05,1036.0,0,2,0,37 - 48,0.2697670782133397,5567-WSELE
5990,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.95,4025.5,0,0,0,25 - 36,0.0098364978291242,1472-TNCWL
5991,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.65,928.4,0,0,0,49 - 60,0.0046809785863162,8063-RJYNF
5992,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,24.9,0,0,0,1 - 12,0.6932439011107788,0687-ZVTHB
5993,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.85,460.25,0,0,1,1 - 12,0.9243955371942442,2080-GKCWQ
5994,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,6506.15,0,0,0,61 - 72,4.622750670316404e-05,9661-ACXBS
5995,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),84.8,5598.3,0,0,0,61 - 72,0.0003366583466658,2193-SFWQW
5996,Male,1,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.75,4374.55,0,0,0,49 - 60,0.0028241773495882,5656-JAMLX
5997,Male,0,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,0,0,0,13 - 24,0.0811285231742886,3462-BJQQA
5998,Male,0,No,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,0,0,0,37 - 48,0.0031398613905289,0442-TDYUO
5999,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,239.75,0,1,0,13 - 24,0.0709400983430822,6733-LRIZX
6000,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,0,6,1,49 - 60,0.9976891505375788,9503-XJUME
6001,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,609.05,0,1,0,13 - 24,0.0389828155932002,4367-NHWMM
6002,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.35,683.75,0,0,0,37 - 48,0.0490237684357171,3727-RJMEO
6003,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,0,0,1,1 - 12,0.7400168712813735,3779-OSWCF
6004,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,0,4,0,49 - 60,0.8878574732818255,6736-DHUQI
6005,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,0,0,0,49 - 60,0.0080819252895905,3915-ODIYG
6006,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,0,0,0,1 - 12,0.8513057031814634,1360-RCYRT
6007,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,0,6,1,61 - 72,0.8889586877106973,2724-FJDYW
6008,Male,0,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,291.45,0,0,0,1 - 12,0.3028594774946527,4451-RWASJ
6009,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,689.75,4,0,0,25 - 36,0.0120743027545253,6646-VRFOL
6010,Female,0,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,0,0,0,37 - 48,0.0170532011141498,3460-TJBWI
6011,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.25,1993.2,0,0,0,25 - 36,0.0016080654908464,5917-HBSDW
6012,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,254.5,1,0,0,13 - 24,0.0869762896608547,5685-IIXLY
6013,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,347.65,2,0,0,13 - 24,0.1174483259297833,5671-UUNXD
6014,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,967.9,0,0,0,49 - 60,0.0068060263432292,0956-ACVZC
6015,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,0,0,1,1 - 12,0.8780396810949157,2325-NBPZG
6016,Female,0,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,0,0,0,37 - 48,0.0603214924510348,4250-ZBWLV
6017,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.45,232.1,0,0,0,13 - 24,0.072124381970962,4482-FTFFX
6018,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,809.25,0,0,0,25 - 36,0.0067674197228656,8859-DZTGQ
6019,Male,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,866.45,0,0,1,1 - 12,0.3151294623982084,0440-MOGPM
6020,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,0,0,0,1 - 12,0.5621673034904211,0020-JDNXP
6021,Female,0,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,0,5,1,37 - 48,0.9968919883607492,3752-CQSJI
6022,Female,1,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,5,0,0,1 - 12,0.2677932784273193,5025-GOOKI
6023,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,0,5,1,61 - 72,0.9513298937380884,4698-KVLLG
6024,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,0,2,1,25 - 36,0.9557638956047126,5095-AESKG
6025,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,0,0,0,1 - 12,0.0610715738407977,2887-JPYLU
6026,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,2,5,1,61 - 72,0.6641176050006283,4770-QAZXN
6027,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,0,0,0,49 - 60,0.00049521667474,4896-CPRPF
6028,Male,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,0,0,0,61 - 72,0.0032165779838913,1871-MOWRM
6029,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,4,6,1,61 - 72,0.545275204591103,9714-EDSUC
6030,Male,1,Yes,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,0,0,1,25 - 36,0.1017780949729442,2027-OAQQC
6031,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,0,0,1,1 - 12,0.872202452228748,0282-NVSJS
6032,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,109.6,2,0,0,1 - 12,0.2443281382992314,9090-SGQXL
6033,Female,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,0,0,0,37 - 48,0.0133345832207489,6595-YGXIT
6034,Male,0,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,0,2,1,1 - 12,0.9692272695243116,7353-YOWFP
6035,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893.0,0,0,0,1 - 12,0.8954917723244386,9835-ZIITK
6036,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,0,0,0,37 - 48,0.0056634803480196,8008-ESFLK
6037,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,0,0,0,1 - 12,0.7720847257567711,7537-CBQUZ
6038,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,1,0,0,13 - 24,0.2273692463796908,1555-DJEQW
6039,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,0,2,1,25 - 36,0.9510297692110538,5649-TJHOV
6040,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1016.7,0,0,0,37 - 48,0.0037538749206666,0519-XUZJU
6041,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,0,0,0,61 - 72,0.0031500428372698,3363-EWLGO
6042,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,275.7,0,1,0,13 - 24,0.3141121022868942,4750-UKWJK
6043,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45,0,0,0,37 - 48,0.0005913676816101,6338-AVWCY
6044,Female,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,1070.15,0,0,0,37 - 48,0.0278209468163619,1689-YQBYY
6045,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,0,3,1,25 - 36,0.9248873596371422,4487-ZYJZK
6046,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,340.4,0,0,0,1 - 12,0.6891209300101339,2959-FENLU
6047,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.1,4299.2,0,0,0,49 - 60,0.0008487966332731,0708-LGSMF
6048,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,0,0,0,13 - 24,0.1328600675870176,9253-QXKBE
6049,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,0,0,0,1 - 12,0.470782614353439,7634-HLQJR
6050,Female,0,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,0,0,0,37 - 48,0.0079409276030322,0487-RPVUM
6051,Female,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,713.6,0,0,0,1 - 12,0.863270806521377,4079-ULGFR
6052,Female,0,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.5,1265.65,0,0,0,25 - 36,0.2609074680229074,2516-XSJKX
6053,Female,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,0,0,0,49 - 60,0.070528538012635,0057-QBUQH
6054,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.2,1401.4,0,0,0,61 - 72,0.0055093159972149,9445-SZLCH
6055,Male,0,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,0,0,1,1 - 12,0.6718663004484371,6599-SFQVE
6056,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1510.5,0,0,0,49 - 60,0.0105830315581585,8331-ZXFOE
6057,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,0,0,1,1 - 12,0.8193540164271983,4003-FUSHP
6058,Male,0,No,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.3,264.8,3,0,0,1 - 12,0.0493848794243401,0356-ERHVT
6059,Female,0,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6,0,0,1,1 - 12,0.5210803573834191,7325-ENZFI
6060,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,4541.9,0,0,0,49 - 60,0.0001337979880911,4884-ZTHVF
6061,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,0,0,0,61 - 72,0.0005639584367687,3920-HIHMQ
6062,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,0,0,0,61 - 72,0.0002694001645736,3055-OYMSE
6063,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,251.25,0,0,0,13 - 24,0.0424901987084011,0613-WUXUM
6064,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9,1595.5,0,0,0,61 - 72,0.0056906492727099,7568-PODML
6065,Male,0,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,0,0,1,1 - 12,0.6238541020514765,4458-KVRBJ
6066,Female,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,0,0,0,1 - 12,0.0477307372297899,5349-IECLD
6067,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.35,3874.1,0,0,0,61 - 72,0.0002887123740417,1397-XKKWR
6068,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,6891.4,0,0,0,61 - 72,0.0001992795590067,3945-GFWQL
6069,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,4916.95,0,0,0,49 - 60,0.0006651853506834,8097-OMULG
6070,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,1373.0,0,0,0,25 - 36,0.1477517860414924,6013-BHCAW
6071,Male,0,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,0,0,1,1 - 12,0.300209488717344,0401-WDBXM
6072,Male,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,0,0,1 - 12,0.3787063924296423,3387-PLKUI
6073,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,0,5,1,49 - 60,0.984039715029802,6096-EGVTU
6074,Male,1,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.4,1548.65,0,0,0,61 - 72,0.0055984027624001,3797-VTIDR
6075,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,0,0,0,25 - 36,0.2433389173779624,5081-NWSUP
6076,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,0,0,1,1 - 12,0.8008355205572113,2580-ATZSQ
6077,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,4226.7,0,0,0,61 - 72,0.0015734047768332,8085-MSNLK
6078,Male,0,No,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.95,1023.75,0,0,0,25 - 36,0.0221297909721048,9691-HKOVS
6079,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,0,0,1,1 - 12,0.7427621769710764,9881-VCZEP
6080,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,0,0,1,1 - 12,0.930035415460872,9526-BIHHD
6081,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.25,7074.4,0,0,0,61 - 72,0.0001056977190514,8757-TFHHJ
6082,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,0,0,1,1 - 12,0.9372062823082418,4523-WXCEF
6083,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.25,6849.75,0,0,0,61 - 72,0.0003161683047992,1468-DEFNC
6084,Female,0,Yes,No,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,3263.6,0,0,0,61 - 72,0.0039448395031551,5119-KEPFY
6085,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1252.85,0,0,0,49 - 60,0.0053732189975403,8364-TRMMK
6086,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,67.55,0,0,0,1 - 12,0.3503345375595431,0916-KNFAJ
6087,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,70.2,0,0,0,1 - 12,0.934228652778696,8319-QBEHW
6088,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.0,5750.0,0,0,0,61 - 72,3.400258737218052e-05,3063-QFSZL
6089,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,0,0,0,13 - 24,0.0135244206632332,8775-LHDJH
